"listid","sellerid","eventid","dateid","numtickets","priceperticket","totalprice","listtime"
218371,37417,2294,1849,6,2220,13320,"2008-01-23T05:51:15.000"
20940,8228,31,1849,16,86,1376,"2008-01-23T02:00:53.000"
220763,2044,2932,1849,2,737,1474,"2008-01-23T03:39:30.000"
21668,45508,5379,1849,20,50,1000,"2008-01-23T02:02:15.000"
222039,5826,3161,1849,5,1948,9740,"2008-01-23T11:38:47.000"
23253,38852,1865,1849,24,185,4440,"2008-01-23T04:13:50.000"
223208,12874,5543,1849,2,2261,4522,"2008-01-23T03:41:27.000"
24298,47026,4595,1849,5,212,1060,"2008-01-23T03:42:07.000"
225550,5386,4183,1849,3,1726,5178,"2008-01-23T12:23:10.000"
24855,9830,2091,1849,8,249,1992,"2008-01-23T04:50:52.000"
231210,10022,5472,1849,3,2069,6207,"2008-01-23T01:37:48.000"
27983,37388,7330,1849,30,29,870,"2008-01-23T03:47:05.000"
234719,23247,3641,1849,3,404,1212,"2008-01-23T06:56:04.000"
33667,121,2519,1849,7,298,2086,"2008-01-23T06:45:49.000"
234858,31849,1530,1849,5,721,3605,"2008-01-23T03:41:12.000"
33874,43040,8673,1849,9,275,2475,"2008-01-23T07:40:38.000"
34378,43525,985,1849,22,231,5082,"2008-01-23T04:34:05.000"
35522,29174,8481,1849,24,29,696,"2008-01-23T07:13:54.000"
37725,7913,6965,1849,16,43,688,"2008-01-23T01:56:59.000"
38433,44210,6717,1849,16,218,3488,"2008-01-23T10:21:44.000"
41469,40354,7074,1849,14,192,2688,"2008-01-23T11:15:28.000"
41941,13595,3822,1849,7,150,1050,"2008-01-23T03:53:20.000"
44590,28762,8518,1849,9,349,3141,"2008-01-23T05:46:46.000"
45341,41604,8449,1849,10,312,3120,"2008-01-23T08:25:52.000"
47233,5084,2482,1849,10,32,320,"2008-01-23T09:16:03.000"
49067,14175,6099,1849,20,218,4360,"2008-01-23T05:05:20.000"
54816,47694,7479,1849,12,198,2376,"2008-01-23T07:57:09.000"
57542,19540,6583,1849,12,161,1932,"2008-01-23T11:28:05.000"
62334,46331,2850,1849,7,181,1267,"2008-01-23T01:19:58.000"
63278,25144,8545,1849,4,167,668,"2008-01-23T05:41:52.000"
63364,31223,4948,1849,7,378,2646,"2008-01-23T06:24:10.000"
65086,8910,7903,1849,1,280,280,"2008-01-23T12:40:56.000"
70803,49714,8656,1849,22,203,4466,"2008-01-23T05:02:52.000"
70918,10759,7008,1849,18,408,7344,"2008-01-23T09:41:42.000"
76338,47771,2095,1849,12,298,3576,"2008-01-23T09:50:46.000"
78024,14922,5888,1849,9,448,4032,"2008-01-23T10:13:16.000"
78230,46328,6513,1849,8,315,2520,"2008-01-23T02:50:54.000"
81359,35068,4088,1849,6,273,1638,"2008-01-23T09:09:19.000"
83517,5869,5986,1849,16,382,6112,"2008-01-23T10:08:48.000"
85324,24248,926,1849,24,330,7920,"2008-01-23T12:23:38.000"
87056,21356,1,1849,14,140,1960,"2008-01-23T10:34:17.000"
94915,33105,3421,1849,3,307,921,"2008-01-23T11:50:55.000"
97128,35838,3834,1849,9,210,1890,"2008-01-23T12:53:38.000"
99152,21859,5447,1849,20,148,2960,"2008-01-23T04:58:42.000"
99292,48094,5501,1849,7,303,2121,"2008-01-23T06:53:51.000"
101485,19164,641,1849,9,160,1440,"2008-01-23T10:15:29.000"
102804,28715,743,1849,22,298,6556,"2008-01-23T03:15:57.000"
104777,15590,73,1849,16,141,2256,"2008-01-23T07:58:34.000"
107697,7813,1905,1849,3,206,618,"2008-01-23T04:01:21.000"
109259,1862,73,1849,22,320,7040,"2008-01-23T03:35:55.000"
112250,40144,1928,1849,9,114,1026,"2008-01-23T08:32:13.000"
115674,1033,5098,1849,2,359,718,"2008-01-23T08:13:07.000"
116756,18829,2948,1849,1,360,360,"2008-01-23T04:54:02.000"
118255,31669,444,1849,12,218,2616,"2008-01-23T10:58:56.000"
120005,16067,4389,1849,18,190,3420,"2008-01-23T02:08:38.000"
120564,17717,7147,1849,5,486,2430,"2008-01-23T02:28:20.000"
122814,47495,7692,1849,6,218,1308,"2008-01-23T11:08:43.000"
124201,40381,1251,1849,22,303,6666,"2008-01-23T04:23:39.000"
125050,26081,1530,1849,5,73,365,"2008-01-23T01:50:25.000"
125824,19741,2481,1849,4,21,84,"2008-01-23T10:25:00.000"
127196,48169,7752,1849,18,494,8892,"2008-01-23T04:03:09.000"
128356,6457,6159,1849,4,193,772,"2008-01-23T04:15:44.000"
129316,18682,8329,1849,16,416,6656,"2008-01-23T03:06:03.000"
130223,13082,4854,1849,2,365,730,"2008-01-23T09:42:08.000"
130442,14413,3133,1849,12,152,1824,"2008-01-23T12:11:11.000"
131193,13864,8184,1849,3,146,438,"2008-01-23T10:40:29.000"
132389,9834,6189,1849,6,123,738,"2008-01-23T09:51:04.000"
134498,32397,7462,1849,18,146,2628,"2008-01-23T04:44:36.000"
134960,35436,6870,1849,2,366,732,"2008-01-23T04:48:58.000"
137220,20300,279,1849,2,123,246,"2008-01-23T04:48:39.000"
137648,37507,25,1849,10,336,3360,"2008-01-23T04:18:44.000"
139395,36099,42,1849,4,494,1976,"2008-01-23T05:20:33.000"
140664,22161,5883,1849,4,162,648,"2008-01-23T08:01:15.000"
143209,33969,3560,1849,7,425,2975,"2008-01-23T01:55:56.000"
145197,43461,1040,1849,7,472,3304,"2008-01-23T10:06:53.000"
146597,31360,6716,1849,2,173,346,"2008-01-23T07:45:00.000"
153723,33167,2294,1849,6,193,1158,"2008-01-23T09:33:38.000"
154070,43082,1640,1849,18,254,4572,"2008-01-23T04:21:01.000"
154657,285,7543,1849,2,432,864,"2008-01-23T09:34:02.000"
155863,3161,1538,1849,6,317,1902,"2008-01-23T12:23:24.000"
163891,1881,6880,1849,7,241,1687,"2008-01-23T11:49:04.000"
164655,13817,7285,1849,16,243,3888,"2008-01-23T12:45:38.000"
165235,38513,2649,1849,20,208,4160,"2008-01-23T04:46:49.000"
168555,4369,5928,1849,24,458,10992,"2008-01-23T04:48:52.000"
169500,8352,5157,1849,16,370,5920,"2008-01-23T04:44:30.000"
169676,27560,8463,1849,22,25,550,"2008-01-23T06:41:20.000"
172587,5868,707,1849,6,353,2118,"2008-01-23T09:08:10.000"
172936,33334,4584,1849,22,215,4730,"2008-01-23T11:16:02.000"
173594,42690,960,1849,3,301,903,"2008-01-23T02:42:32.000"
205906,48056,5573,1849,5,2486,12430,"2008-01-23T01:27:34.000"
208487,46779,89,1849,2,1551,3102,"2008-01-23T02:04:22.000"
211767,23130,4929,1849,1,1224,1224,"2008-01-23T06:55:12.000"
212653,28387,761,1849,4,2267,9068,"2008-01-23T11:41:05.000"
213296,29871,5596,1849,3,1802,5406,"2008-01-23T07:26:39.000"
214114,14098,649,1849,6,512,3072,"2008-01-23T02:49:07.000"
214752,34087,6752,1849,2,767,1534,"2008-01-23T02:49:30.000"
216349,36627,2403,1849,5,2250,11250,"2008-01-23T09:18:53.000"
218172,7117,1670,1849,4,398,1592,"2008-01-23T01:38:30.000"
219227,27405,6582,1849,3,1234,3702,"2008-01-23T05:54:38.000"
220087,12319,8260,1849,7,1228,8596,"2008-01-23T09:06:53.000"
220206,41592,5497,1849,1,2467,2467,"2008-01-23T03:10:01.000"
221937,23276,1724,1849,5,464,2320,"2008-01-23T08:37:14.000"
224319,5537,604,1849,3,1461,4383,"2008-01-23T03:15:30.000"
225050,48053,6386,1849,8,2122,16976,"2008-01-23T07:20:20.000"
228180,11168,2097,1849,7,1570,10990,"2008-01-23T05:34:29.000"
230840,14656,5254,1849,5,1893,9465,"2008-01-23T12:09:40.000"
233861,4168,2096,1849,7,1186,8302,"2008-01-23T12:04:13.000"
2697,42297,8345,1850,9,50,450,"2008-01-24T10:09:14.000"
819,2219,2662,1850,7,219,1533,"2008-01-24T04:42:31.000"
12751,30306,1995,1850,12,114,1368,"2008-01-24T04:48:04.000"
1477,26200,7704,1850,24,53,1272,"2008-01-24T01:30:29.000"
14068,11142,8618,1850,4,169,676,"2008-01-24T05:00:07.000"
1613,33523,5798,1850,30,40,1200,"2008-01-24T07:14:06.000"
14255,49343,7024,1850,9,128,1152,"2008-01-24T03:43:22.000"
2989,13451,2071,1850,22,94,2068,"2008-01-24T11:19:05.000"
19819,29397,8718,1850,7,155,1085,"2008-01-24T09:26:04.000"
4610,41089,5372,1850,10,155,1550,"2008-01-24T04:45:22.000"
23874,1792,6975,1850,2,239,478,"2008-01-24T09:43:19.000"
7604,16029,7029,1850,30,181,5430,"2008-01-24T01:04:57.000"
34126,9158,6311,1850,16,305,4880,"2008-01-24T04:10:48.000"
8495,46346,3724,1850,24,154,3696,"2008-01-24T07:01:29.000"
34782,14560,4525,1850,18,246,4428,"2008-01-24T05:29:07.000"
11948,24105,3192,1850,26,226,5876,"2008-01-24T08:28:29.000"
37136,4097,7451,1850,1,335,335,"2008-01-24T08:00:27.000"
12185,38500,4389,1850,16,22,352,"2008-01-24T01:50:06.000"
40404,8967,8255,1850,20,268,5360,"2008-01-24T11:18:31.000"
15342,48208,7375,1850,5,55,275,"2008-01-24T12:27:26.000"
43543,8818,3793,1850,9,88,792,"2008-01-24T05:32:27.000"
25887,2942,2614,1850,8,187,1496,"2008-01-24T04:58:17.000"
45169,20718,5084,1850,1,101,101,"2008-01-24T04:07:45.000"
25923,17608,5125,1850,7,122,854,"2008-01-24T01:58:43.000"
46681,28814,3554,1850,1,96,96,"2008-01-24T04:22:08.000"
26481,7299,7773,1850,28,228,6384,"2008-01-24T05:36:37.000"
49601,10435,7346,1850,3,44,132,"2008-01-24T06:05:37.000"
27498,2995,7451,1850,14,172,2408,"2008-01-24T05:13:23.000"
52264,30917,4389,1850,3,228,684,"2008-01-24T02:41:41.000"
30722,37815,8075,1850,12,251,3012,"2008-01-24T05:51:17.000"
53047,1537,395,1850,18,146,2628,"2008-01-24T04:58:50.000"
30913,24952,3408,1850,2,237,474,"2008-01-24T01:52:50.000"
55273,27910,8596,1850,9,93,837,"2008-01-24T05:23:48.000"
31235,12728,8697,1850,12,223,2676,"2008-01-24T09:58:17.000"
55803,9764,4224,1850,22,79,1738,"2008-01-24T05:03:24.000"
32158,18162,1553,1850,3,237,711,"2008-01-24T04:07:30.000"
58503,39702,692,1850,20,50,1000,"2008-01-24T06:53:40.000"
33828,43678,6808,1850,16,262,4192,"2008-01-24T07:07:18.000"
63537,20685,5472,1850,10,467,4670,"2008-01-24T09:09:33.000"
34749,25190,8075,1850,4,349,1396,"2008-01-24T06:17:38.000"
63840,48179,3020,1850,3,340,1020,"2008-01-24T02:14:54.000"
35451,39233,263,1850,6,121,726,"2008-01-24T07:16:17.000"
64377,30474,4187,1850,18,174,3132,"2008-01-24T07:35:35.000"
35997,48164,7334,1850,6,209,1254,"2008-01-24T02:45:12.000"
65011,8239,2337,1850,7,25,175,"2008-01-24T02:24:02.000"
40830,25497,5696,1850,24,240,5760,"2008-01-24T10:43:30.000"
65691,34387,5228,1850,1,345,345,"2008-01-24T04:32:16.000"
43373,49892,6127,1850,4,152,608,"2008-01-24T04:47:53.000"
67141,26903,4437,1850,3,367,1101,"2008-01-24T03:02:06.000"
44649,20290,7984,1850,16,173,2768,"2008-01-24T09:09:14.000"
68542,38583,4225,1850,16,153,2448,"2008-01-24T03:46:10.000"
45423,19219,7096,1850,9,318,2862,"2008-01-24T04:01:20.000"
71591,44985,2063,1850,4,178,712,"2008-01-24T01:04:58.000"
48794,2756,4689,1850,7,124,868,"2008-01-24T01:12:40.000"
72556,30243,2950,1850,6,483,2898,"2008-01-24T09:06:47.000"
50802,33032,5544,1850,1,139,139,"2008-01-24T10:30:42.000"
73718,14311,977,1850,1,436,436,"2008-01-24T01:25:15.000"
51747,23076,6189,1850,16,214,3424,"2008-01-24T02:24:49.000"
74896,25659,7445,1850,22,77,1694,"2008-01-24T08:47:05.000"
52250,38273,5687,1850,1,91,91,"2008-01-24T01:06:43.000"
75143,10887,4976,1850,24,267,6408,"2008-01-24T10:44:52.000"
54419,2328,6557,1850,12,246,2952,"2008-01-24T11:54:48.000"
75319,13334,8553,1850,2,152,304,"2008-01-24T05:26:02.000"
56670,12002,8438,1850,4,251,1004,"2008-01-24T01:52:42.000"
75727,3865,3195,1850,20,136,2720,"2008-01-24T08:25:23.000"
60716,49676,4735,1850,9,129,1161,"2008-01-24T12:57:37.000"
77866,27689,5598,1850,20,457,9140,"2008-01-24T07:56:26.000"
61224,45691,1863,1850,10,194,1940,"2008-01-24T01:24:05.000"
80174,9251,2236,1850,6,419,2514,"2008-01-24T12:27:07.000"
64190,24004,8390,1850,20,483,9660,"2008-01-24T06:38:05.000"
81613,24913,3163,1850,8,348,2784,"2008-01-24T07:28:04.000"
64292,40347,3363,1850,4,454,1816,"2008-01-24T12:24:18.000"
83333,12154,852,1850,6,275,1650,"2008-01-24T02:34:06.000"
65170,15633,6772,1850,20,290,5800,"2008-01-24T07:38:59.000"
84619,28249,7042,1850,24,116,2784,"2008-01-24T09:31:20.000"
66956,19159,2023,1850,10,295,2950,"2008-01-24T03:34:01.000"
87349,30825,2314,1850,2,123,246,"2008-01-24T12:02:29.000"
72137,18576,958,1850,16,108,1728,"2008-01-24T03:00:03.000"
89401,30053,2045,1850,2,296,592,"2008-01-24T04:37:10.000"
75310,32694,6934,1850,8,251,2008,"2008-01-24T02:25:17.000"
90922,14675,3659,1850,14,371,5194,"2008-01-24T05:47:22.000"
78140,40109,1102,1850,14,322,4508,"2008-01-24T06:53:47.000"
91157,38135,102,1850,4,297,1188,"2008-01-24T06:42:14.000"
80505,46673,237,1850,12,312,3744,"2008-01-24T06:47:44.000"
92735,25094,6716,1850,3,169,507,"2008-01-24T04:46:15.000"
81103,10462,5219,1850,22,349,7678,"2008-01-24T11:36:16.000"
93188,12619,1513,1850,20,288,5760,"2008-01-24T12:27:57.000"
85825,16302,7543,1850,22,348,7656,"2008-01-24T08:28:28.000"
94806,22414,7430,1850,2,162,324,"2008-01-24T05:36:28.000"
88088,7870,1269,1850,4,459,1836,"2008-01-24T10:11:31.000"
94975,33282,6230,1850,24,156,3744,"2008-01-24T11:16:41.000"
92105,2151,2060,1850,22,164,3608,"2008-01-24T12:59:55.000"
97793,39290,2526,1850,7,363,2541,"2008-01-24T02:30:54.000"
95964,47930,3340,1850,3,140,420,"2008-01-24T05:27:29.000"
107255,47046,42,1850,14,103,1442,"2008-01-24T11:01:01.000"
96364,29828,6625,1850,12,226,2712,"2008-01-24T08:22:08.000"
108573,13563,4159,1850,16,250,4000,"2008-01-24T04:55:37.000"
96739,11274,8793,1850,14,324,4536,"2008-01-24T11:46:43.000"
111297,4578,4390,1850,16,175,2800,"2008-01-24T05:12:28.000"
103811,21507,3138,1850,20,208,4160,"2008-01-24T01:24:03.000"
113345,10570,2106,1850,9,437,3933,"2008-01-24T11:24:21.000"
104734,1901,4720,1850,14,209,2926,"2008-01-24T08:35:40.000"
114707,31445,2262,1850,4,395,1580,"2008-01-24T02:03:55.000"
106409,30368,1488,1850,5,150,750,"2008-01-24T01:41:04.000"
118828,15534,1096,1850,14,150,2100,"2008-01-24T11:10:31.000"
106507,9165,1060,1850,4,130,520,"2008-01-24T12:25:53.000"
119484,47952,5448,1850,8,123,984,"2008-01-24T01:26:34.000"
116157,15551,3133,1850,1,426,426,"2008-01-24T08:21:57.000"
119526,10631,146,1850,1,253,253,"2008-01-24T06:04:05.000"
118040,15144,692,1850,14,334,4676,"2008-01-24T08:08:43.000"
119778,2729,3065,1850,6,490,2940,"2008-01-24T05:06:09.000"
120270,38175,4185,1850,2,40,80,"2008-01-24T09:02:44.000"
121991,47572,8292,1850,3,96,288,"2008-01-24T01:28:47.000"
125762,13952,8214,1850,22,147,3234,"2008-01-24T01:45:47.000"
122087,16707,4221,1850,4,410,1640,"2008-01-24T12:01:26.000"
126186,17425,6551,1850,16,228,3648,"2008-01-24T05:52:22.000"
127940,9694,2365,1850,7,229,1603,"2008-01-24T11:51:53.000"
126445,17142,2978,1850,6,198,1188,"2008-01-24T06:29:12.000"
129192,13042,1797,1850,20,61,1220,"2008-01-24T03:28:55.000"
134554,39851,7752,1850,18,224,4032,"2008-01-24T11:11:27.000"
130023,8238,4554,1850,12,294,3528,"2008-01-24T04:09:55.000"
136255,26981,4739,1850,20,391,7820,"2008-01-24T03:21:21.000"
130178,3661,159,1850,9,343,3087,"2008-01-24T03:06:06.000"
136795,39947,1905,1850,2,220,440,"2008-01-24T06:41:20.000"
131102,5418,4805,1850,3,50,150,"2008-01-24T10:19:07.000"
140090,24602,6551,1850,4,246,984,"2008-01-24T03:25:03.000"
132762,31554,7984,1850,22,496,10912,"2008-01-24T03:26:25.000"
145338,11865,2668,1850,8,118,944,"2008-01-24T10:25:53.000"
132802,34478,6045,1850,14,455,6370,"2008-01-24T12:25:49.000"
151692,22667,2495,1850,3,151,453,"2008-01-24T07:44:48.000"
134600,21298,6052,1850,14,168,2352,"2008-01-24T05:02:56.000"
153772,3386,398,1850,16,172,2752,"2008-01-24T05:02:23.000"
135124,30977,5997,1850,14,26,364,"2008-01-24T11:41:42.000"
154122,6486,8296,1850,16,253,4048,"2008-01-24T11:28:54.000"
139089,5624,1821,1850,3,393,1179,"2008-01-24T05:29:04.000"
162605,28086,4735,1850,24,347,8328,"2008-01-24T01:03:09.000"
145097,37294,6451,1850,6,344,2064,"2008-01-24T10:42:44.000"
169526,42352,3996,1850,14,461,6454,"2008-01-24T11:30:46.000"
145741,43242,2872,1850,6,28,168,"2008-01-24T03:00:34.000"
169562,32965,2716,1850,10,317,3170,"2008-01-24T11:44:02.000"
147859,6421,4830,1850,9,59,531,"2008-01-24T06:01:11.000"
169921,19853,2192,1850,7,66,462,"2008-01-24T12:30:23.000"
148121,19236,3880,1850,7,386,2702,"2008-01-24T10:33:29.000"
173638,49910,8255,1850,3,293,879,"2008-01-24T01:56:13.000"
150419,2857,641,1850,8,68,544,"2008-01-24T08:08:54.000"
174077,4030,2343,1850,7,338,2366,"2008-01-24T02:52:09.000"
150480,42610,1628,1850,24,369,8856,"2008-01-24T03:26:34.000"
178632,46119,834,1850,4,307,1228,"2008-01-24T09:02:06.000"
156773,4649,1292,1850,7,372,2604,"2008-01-24T11:07:36.000"
180132,35284,4929,1850,22,303,6666,"2008-01-24T03:25:53.000"
157271,13995,6093,1850,12,145,1740,"2008-01-24T02:14:58.000"
180752,36186,3330,1850,16,414,6624,"2008-01-24T10:33:56.000"
158727,32540,4836,1850,9,175,1575,"2008-01-24T01:38:09.000"
205177,8245,826,1850,5,2086,10430,"2008-01-24T09:43:12.000"
160727,25851,7703,1850,7,127,889,"2008-01-24T11:10:24.000"
206483,46163,3148,1850,1,602,602,"2008-01-24T02:45:09.000"
160965,31418,5854,1850,8,398,3184,"2008-01-24T04:55:53.000"
206849,1064,7168,1850,3,2374,7122,"2008-01-24T03:59:13.000"
162425,48639,4730,1850,5,172,860,"2008-01-24T03:22:58.000"
212914,38393,4586,1850,8,2048,16384,"2008-01-24T08:45:16.000"
163767,25172,2716,1850,4,127,508,"2008-01-24T06:43:43.000"
214496,8197,1429,1850,5,545,2725,"2008-01-24T09:56:20.000"
165420,30860,1306,1850,20,32,640,"2008-01-24T04:27:09.000"
221349,37127,1292,1850,1,1884,1884,"2008-01-24T08:44:57.000"
170556,30886,3460,1850,2,50,100,"2008-01-24T08:36:07.000"
575,5861,2847,1850,2,33,66,"2008-01-24T06:07:48.000"
173254,38318,1905,1850,7,243,1701,"2008-01-24T12:13:34.000"
693,36878,8690,1850,5,139,695,"2008-01-24T02:50:30.000"
177017,28108,641,1850,14,69,966,"2008-01-24T09:53:49.000"
4201,3632,8095,1850,30,64,1920,"2008-01-24T12:12:12.000"
178411,11740,7443,1850,7,270,1890,"2008-01-24T04:35:01.000"
4593,15968,650,1850,20,21,420,"2008-01-24T03:09:23.000"
180085,13830,8634,1850,18,55,990,"2008-01-24T08:25:19.000"
8878,48559,1254,1850,9,116,1044,"2008-01-24T12:27:19.000"
205172,16072,2063,1850,3,366,1098,"2008-01-24T11:30:47.000"
9743,24691,874,1850,3,123,369,"2008-01-24T03:38:53.000"
206395,8411,3512,1850,1,722,722,"2008-01-24T06:13:10.000"
13347,7587,3666,1850,24,42,1008,"2008-01-24T09:55:08.000"
207210,4531,649,1850,4,1715,6860,"2008-01-24T10:44:34.000"
16631,31413,6965,1850,12,60,720,"2008-01-24T02:17:26.000"
213288,20492,7981,1850,1,1653,1653,"2008-01-24T10:55:38.000"
16687,14143,4831,1850,6,167,1002,"2008-01-24T10:19:08.000"
213725,28515,6680,1850,2,1491,2982,"2008-01-24T01:14:23.000"
18361,2550,2864,1850,16,191,3056,"2008-01-24T01:19:57.000"
214637,13370,2563,1850,8,1088,8704,"2008-01-24T03:48:45.000"
19108,17209,726,1850,2,183,366,"2008-01-24T12:08:28.000"
216463,22277,770,1850,1,2085,2085,"2008-01-24T12:10:50.000"
22063,23328,2046,1850,16,35,560,"2008-01-24T08:21:33.000"
216667,39938,5607,1850,3,1253,3759,"2008-01-24T02:16:17.000"
24626,26015,4499,1850,24,72,1728,"2008-01-24T03:31:10.000"
222446,7697,6657,1850,5,1633,8165,"2008-01-24T01:08:36.000"
26248,21740,1771,1850,24,49,1176,"2008-01-24T08:44:45.000"
225331,7796,3227,1850,6,2243,13458,"2008-01-24T10:32:12.000"
27273,44123,636,1850,1,54,54,"2008-01-24T06:41:24.000"
227343,13931,874,1850,3,1644,4932,"2008-01-24T08:54:53.000"
29654,14911,2864,1850,12,186,2232,"2008-01-24T04:25:21.000"
227361,47519,530,1850,8,1363,10904,"2008-01-24T05:43:28.000"
29764,42682,714,1850,6,101,606,"2008-01-24T02:43:03.000"
228829,19439,7029,1850,2,1831,3662,"2008-01-24T06:03:58.000"
29854,8160,2611,1850,10,238,2380,"2008-01-24T12:41:01.000"
231122,37648,8455,1850,3,914,2742,"2008-01-24T10:07:38.000"
32886,13110,5190,1850,20,289,5780,"2008-01-24T06:52:21.000"
33917,31342,3135,1850,1,132,132,"2008-01-24T07:40:10.000"
35755,36921,1010,1850,24,168,4032,"2008-01-24T09:01:05.000"
36646,35741,3596,1850,5,179,895,"2008-01-24T05:01:48.000"
38126,36732,2197,1850,24,92,2208,"2008-01-24T12:57:44.000"
38157,39361,7513,1850,22,185,4070,"2008-01-24T01:56:49.000"
39512,29057,2994,1850,3,56,168,"2008-01-24T12:08:24.000"
40199,29985,2221,1850,18,220,3960,"2008-01-24T12:37:18.000"
40341,12758,6415,1850,1,67,67,"2008-01-24T09:56:55.000"
40411,30608,4831,1850,5,251,1255,"2008-01-24T01:50:00.000"
41311,34747,3659,1850,5,285,1425,"2008-01-24T09:02:27.000"
41931,30009,42,1850,24,85,2040,"2008-01-24T08:40:24.000"
44307,26238,954,1850,5,157,785,"2008-01-24T03:00:23.000"
45954,36200,6588,1850,7,302,2114,"2008-01-24T02:16:45.000"
46356,9048,1135,1850,16,307,4912,"2008-01-24T02:37:18.000"
47014,721,415,1850,9,244,2196,"2008-01-24T04:52:01.000"
50640,5041,7182,1850,4,49,196,"2008-01-24T12:57:15.000"
53991,41851,7008,1850,6,246,1476,"2008-01-24T10:27:02.000"
60206,44675,2216,1850,2,458,916,"2008-01-24T10:37:42.000"
60567,18304,707,1850,8,390,3120,"2008-01-24T02:04:22.000"
65996,15156,7617,1850,9,426,3834,"2008-01-24T04:36:02.000"
71771,18787,1326,1850,20,314,6280,"2008-01-24T06:38:01.000"
72748,47534,2835,1850,4,169,676,"2008-01-24T02:23:15.000"
75201,16089,159,1850,3,54,162,"2008-01-24T05:54:21.000"
75916,18956,1400,1850,5,384,1920,"2008-01-24T04:24:04.000"
79524,40908,6308,1850,16,371,5936,"2008-01-24T07:22:47.000"
80715,47679,2761,1850,24,47,1128,"2008-01-24T11:50:26.000"
80777,49226,3797,1850,2,267,534,"2008-01-24T02:12:11.000"
81215,69,3793,1850,9,355,3195,"2008-01-24T08:50:44.000"
82982,8043,2640,1850,24,350,8400,"2008-01-24T02:36:18.000"
87107,30249,4486,1850,20,40,800,"2008-01-24T08:42:34.000"
91228,47297,1851,1850,9,339,3051,"2008-01-24T03:35:23.000"
91308,13179,4716,1850,10,124,1240,"2008-01-24T11:22:57.000"
92573,2023,3138,1850,14,144,2016,"2008-01-24T10:27:38.000"
95265,49273,7147,1850,8,426,3408,"2008-01-24T05:50:58.000"
102868,9857,1306,1850,9,481,4329,"2008-01-24T03:56:02.000"
103274,24532,3925,1850,18,117,2106,"2008-01-24T09:09:01.000"
106054,5135,4901,1850,4,180,720,"2008-01-24T02:52:42.000"
107458,10028,563,1850,3,180,540,"2008-01-24T06:52:53.000"
108322,7649,1553,1850,2,172,344,"2008-01-24T05:11:13.000"
109570,40112,3380,1850,12,309,3708,"2008-01-24T11:12:38.000"
112714,12502,691,1850,5,261,1305,"2008-01-24T12:55:03.000"
113814,18277,8614,1850,1,134,134,"2008-01-24T12:14:40.000"
120993,40499,2846,1850,7,262,1834,"2008-01-24T08:44:08.000"
121366,46289,6823,1850,6,460,2760,"2008-01-24T10:52:12.000"
124140,22425,1637,1850,24,474,11376,"2008-01-24T06:21:50.000"
124178,15658,3289,1850,9,443,3987,"2008-01-24T03:25:04.000"
124980,47389,1863,1850,12,495,5940,"2008-01-24T11:41:57.000"
125493,27361,6870,1850,4,143,572,"2008-01-24T02:14:52.000"
125585,3599,7058,1850,18,135,2430,"2008-01-24T10:53:32.000"
128799,32174,5218,1850,1,138,138,"2008-01-24T09:46:25.000"
140283,3145,134,1850,16,365,5840,"2008-01-24T08:27:36.000"
140517,4935,6062,1850,22,330,7260,"2008-01-24T05:48:05.000"
146749,22532,1015,1850,5,188,940,"2008-01-24T09:47:05.000"
148760,7043,2835,1850,1,366,366,"2008-01-24T11:02:49.000"
152217,6929,3717,1850,10,163,1630,"2008-01-24T09:24:29.000"
153710,13612,5449,1850,5,54,270,"2008-01-24T04:56:34.000"
153804,30457,8662,1850,24,327,7848,"2008-01-24T02:27:46.000"
155205,39690,2255,1850,12,379,4548,"2008-01-24T10:01:29.000"
156076,1157,8238,1850,20,217,4340,"2008-01-24T12:30:33.000"
158395,9122,3176,1850,22,172,3784,"2008-01-24T10:40:00.000"
159440,28864,8547,1850,4,226,904,"2008-01-24T01:55:28.000"
163143,30244,5520,1850,1,404,404,"2008-01-24T11:25:17.000"
165057,12671,7460,1850,16,360,5760,"2008-01-24T05:03:41.000"
165366,19770,4577,1850,20,211,4220,"2008-01-24T01:56:25.000"
169773,4296,6748,1850,8,306,2448,"2008-01-24T12:31:19.000"
170036,13684,7114,1850,14,63,882,"2008-01-24T11:44:02.000"
171434,42326,5571,1850,4,281,1124,"2008-01-24T03:40:29.000"
174655,46973,8139,1850,8,379,3032,"2008-01-24T03:58:30.000"
176562,19059,6257,1850,12,115,1380,"2008-01-24T08:34:48.000"
177400,25158,1118,1850,5,127,635,"2008-01-24T03:54:57.000"
181243,41268,4194,1850,6,371,2226,"2008-01-24T02:50:21.000"
209711,49198,89,1850,1,656,656,"2008-01-24T03:16:23.000"
215510,4740,576,1850,6,1130,6780,"2008-01-24T09:53:44.000"
218672,26876,1057,1850,8,718,5744,"2008-01-24T03:21:34.000"
220265,16696,1269,1850,5,854,4270,"2008-01-24T03:01:31.000"
220816,25853,5624,1850,6,689,4134,"2008-01-24T01:55:12.000"
222688,17190,6889,1850,8,1357,10856,"2008-01-24T12:23:56.000"
228028,46729,5798,1850,1,563,563,"2008-01-24T09:56:57.000"
228127,35426,6003,1850,4,355,1420,"2008-01-24T11:06:34.000"
228209,37090,6965,1850,1,1225,1225,"2008-01-24T12:07:50.000"
232342,15734,3065,1850,2,774,1548,"2008-01-24T03:18:38.000"
274,38077,7773,1851,14,70,980,"2008-01-25T06:44:26.000"
