"eventid","venueid","catid","dateid","eventname","starttime"
5971,74,9,1917,"Counting Crows","2008-04-01T19:00:00.000Z"
6349,82,9,1917,"Live","2008-04-01T14:00:00.000Z"
384,302,8,1918,"Simon Boccanegra","2008-04-02T19:00:00.000Z"
2792,233,7,1918,"Othello","2008-04-02T14:30:00.000Z"
6916,12,9,1918,"Children of Bodom","2008-04-02T14:00:00.000Z"
7578,123,9,1918,"REO Speedwagon","2008-04-02T19:00:00.000Z"
570,234,6,1919,"Chicago","2008-04-03T19:30:00.000Z"
912,244,6,1919,"Legally Blonde","2008-04-03T19:00:00.000Z"
4670,69,9,1919,"Foo Fighters","2008-04-03T15:00:00.000Z"
346,300,8,1920,"Cavalleria Rusticana and Pagliacci","2008-04-04T14:00:00.000Z"
3858,126,9,1920,"Bo Bice","2008-04-04T20:00:00.000Z"
7382,24,9,1920,"Dennis DeYoung","2008-04-04T19:30:00.000Z"
5332,113,9,1921,"Tom Jones","2008-04-05T19:00:00.000Z"
6037,113,9,1921,"Radiohead","2008-04-05T19:30:00.000Z"
6569,44,9,1921,"Motley Crue","2008-04-05T15:00:00.000Z"
1129,222,6,1922,"Mamma Mia!","2008-04-06T15:00:00.000Z"
2040,231,7,1922,"The Bacchae","2008-04-06T19:00:00.000Z"
2145,236,7,1922,"The Cherry Orchard","2008-04-06T20:00:00.000Z"
5391,123,9,1922,"Zombies","2008-04-06T15:00:00.000Z"
1444,220,6,1923,"Seven Brides for Seven Brothers","2008-04-07T19:00:00.000Z"
3694,211,7,1923,"Rhinoceros","2008-04-07T15:00:00.000Z"
4548,18,9,1923,"Killers","2008-04-07T19:00:00.000Z"
4672,13,9,1923,"The Police","2008-04-07T19:00:00.000Z"
4806,96,9,1923,"Sigur Ros","2008-04-07T14:00:00.000Z"
7131,81,9,1923,"Rock The Bayou","2008-04-07T19:30:00.000Z"
1651,258,6,1924,"Zumanity","2008-04-08T19:30:00.000Z"
2075,205,7,1924,"The 39 Steps","2008-04-08T19:00:00.000Z"
4413,60,9,1924,"Gavin DeGraw","2008-04-08T19:00:00.000Z"
5123,36,9,1924,"Dolly Parton","2008-04-08T14:00:00.000Z"
5270,114,9,1924,"Umphreys McGee","2008-04-08T19:00:00.000Z"
124,309,8,1925,"The Queen of Spades","2008-04-09T14:00:00.000Z"
226,303,8,1925,"Orfeo ed Euridice","2008-04-09T19:00:00.000Z"
731,247,6,1925,"Billy Elliot the Musical","2008-04-09T20:00:00.000Z"
1605,256,6,1925,"Beatles LOVE","2008-04-09T19:00:00.000Z"
2891,212,7,1925,"King Lear","2008-04-09T20:00:00.000Z"
5264,114,9,1925,"Tegan and Sara","2008-04-09T15:00:00.000Z"
6810,17,9,1925,"My Morning Jacket","2008-04-09T19:30:00.000Z"
7251,92,9,1926,"Jimmy Buffett","2008-04-10T19:30:00.000Z"
1443,238,6,1927,"West Side Story","2008-04-11T15:00:00.000Z"
2905,245,7,1927,"August: Osage County","2008-04-11T20:00:00.000Z"
5855,113,9,1927,"Sarah Brightman","2008-04-11T15:00:00.000Z"
7988,64,9,1927,"Alkaline Trio","2008-04-11T19:30:00.000Z"
8220,119,9,1927,"Nick Cave","2008-04-11T15:00:00.000Z"
8295,21,9,1927,"The Jesus and Mary Chain","2008-04-11T19:00:00.000Z"
364,309,8,1928,"Salome","2008-04-12T19:30:00.000Z"
3201,202,7,1928,"A Midsummer Night's Dream","2008-04-12T14:00:00.000Z"
4173,4,9,1928,"Kool and The Gang","2008-04-12T14:00:00.000Z"
4765,60,9,1928,"Kansas","2008-04-12T14:30:00.000Z"
8669,63,9,1928,"Green Day","2008-04-12T15:00:00.000Z"
6261,76,9,1929,"KT Tunstall","2008-04-13T19:30:00.000Z"
7652,78,9,1929,"Robert Plant and Alison Krauss","2008-04-13T14:00:00.000Z"
7675,44,9,1929,"Black Crowes","2008-04-13T15:00:00.000Z"
3378,220,7,1930,"Rosencrantz and Guildenstern Are Dead","2008-04-14T14:00:00.000Z"
3452,222,7,1930,"Glengarry Glen Ross","2008-04-14T14:00:00.000Z"
7421,65,9,1930,"Rancid","2008-04-14T14:00:00.000Z"
8002,121,9,1930,"U2","2008-04-14T15:00:00.000Z"
1691,251,6,1931,"O - Cirque du Soleil","2008-04-15T14:30:00.000Z"
3646,233,7,1931,"Rock 'n' Roll","2008-04-15T20:00:00.000Z"
4094,13,9,1931,"George Thorogood and the Destroyers","2008-04-15T14:30:00.000Z"
5922,106,9,1931,"Black Kids","2008-04-15T19:00:00.000Z"
8387,104,9,1931,"Armando Manzanero","2008-04-15T19:00:00.000Z"
966,235,6,1932,"Seven Brides for Seven Brothers","2008-04-16T15:00:00.000Z"
1638,250,6,1932,"Phantom of the Opera","2008-04-16T14:30:00.000Z"
2320,213,7,1932,"Macbeth","2008-04-16T14:30:00.000Z"
5162,82,9,1932,"Led Zeppelin","2008-04-16T15:00:00.000Z"
5956,64,9,1932,"Steely Dan","2008-04-16T19:30:00.000Z"
6677,118,9,1932,"Mark Knopfler","2008-04-16T15:00:00.000Z"
748,234,6,1933,"Hairspray","2008-04-17T14:00:00.000Z"
2076,247,7,1933,"The Caretaker","2008-04-17T19:00:00.000Z"
5234,90,9,1933,"Rod Stewart","2008-04-17T19:00:00.000Z"
5651,113,9,1933,"Good Charlotte","2008-04-17T14:00:00.000Z"
6074,74,9,1933,"Sara Evans","2008-04-17T14:00:00.000Z"
6367,62,9,1933,"Luis Miguel","2008-04-17T15:00:00.000Z"
7112,50,9,1933,"Travis Tritt","2008-04-17T15:00:00.000Z"
8764,119,9,1933,"Billy Idol","2008-04-17T15:00:00.000Z"
3875,127,9,1934,"Lonestar","2008-04-18T19:30:00.000Z"
4126,17,9,1934,"Maroon 5","2008-04-18T14:00:00.000Z"
7688,72,9,1934,"Steve Winwood","2008-04-18T19:00:00.000Z"
240,301,8,1935,"Rusalka","2008-04-19T14:00:00.000Z"
8026,80,9,1935,"Kiss","2008-04-19T19:00:00.000Z"
8698,111,9,1935,"Duffy","2008-04-19T19:30:00.000Z"
2987,223,7,1936,"Cirque du Soleil","2008-04-20T19:00:00.000Z"
4065,25,9,1936,"Sarah Brightman","2008-04-20T14:00:00.000Z"
4432,78,9,1936,"Dennis DeYoung","2008-04-20T19:00:00.000Z"
7805,98,9,1936,"Maroon 5","2008-04-20T19:30:00.000Z"
58,303,8,1938,"La Traviata","2008-04-22T14:30:00.000Z"
496,307,8,1938,"Simon Boccanegra","2008-04-22T14:00:00.000Z"
1467,212,6,1938,"Les Miserables","2008-04-22T20:00:00.000Z"
1471,239,6,1938,"Shrek the Musical","2008-04-22T14:00:00.000Z"
6281,67,9,1938,"Dolly Parton","2008-04-22T15:00:00.000Z"
7749,41,9,1938,"Nine Inch Nails","2008-04-22T19:00:00.000Z"
490,308,8,1939,"L Elisir d Amore","2008-04-23T19:00:00.000Z"
4551,103,9,1939,"Zucchero","2008-04-23T14:00:00.000Z"
5416,106,9,1939,"Dixie Chicks","2008-04-23T19:00:00.000Z"
6532,87,9,1939,"Billy Joel","2008-04-23T19:00:00.000Z"
8071,14,9,1939,"Ben Harper","2008-04-23T19:30:00.000Z"
974,208,6,1940,"Dirty Dancing","2008-04-24T14:00:00.000Z"
3791,205,7,1940,"The Cherry Orchard","2008-04-24T20:00:00.000Z"
3968,112,9,1940,"Iggy and the Stooges","2008-04-24T20:00:00.000Z"
8685,117,9,1940,"Travis Tritt","2008-04-24T19:00:00.000Z"
639,232,6,1941,"Gypsy","2008-04-25T19:30:00.000Z"
4460,27,9,1941,"Cowboy Junkies","2008-04-25T14:30:00.000Z"
5722,7,9,1941,"James Blunt","2008-04-25T15:00:00.000Z"
7730,120,9,1941,"Kool and The Gang","2008-04-25T14:00:00.000Z"
1948,246,7,1942,"The Frogs","2008-04-26T20:00:00.000Z"
3723,232,7,1942,"Oedipus the King","2008-04-26T14:00:00.000Z"
8004,125,9,1942,"Wilco","2008-04-26T14:00:00.000Z"
1000,242,6,1943,"Gypsy","2008-04-27T14:00:00.000Z"
1132,249,6,1943,"Shrek the Musical","2008-04-27T14:00:00.000Z"
1543,254,6,1943,"Blue Man Group","2008-04-27T15:00:00.000Z"
4110,29,9,1943,"Jim Brickman","2008-04-27T15:00:00.000Z"
4196,43,9,1943,"Spoon","2008-04-27T19:00:00.000Z"
4896,67,9,1944,"Guitars and Saxes","2008-04-28T15:00:00.000Z"
6851,11,9,1944,"Lindsey Buckingham","2008-04-28T14:00:00.000Z"
1039,201,6,1945,"Legally Blonde","2008-04-29T20:00:00.000Z"
3280,235,7,1945,"The Country Girl","2008-04-29T19:30:00.000Z"
5154,86,9,1945,"Ted Nugent","2008-04-29T14:00:00.000Z"
6617,1,9,1945,"Lionel Richie","2008-04-29T19:30:00.000Z"
6634,58,9,1945,"Seal","2008-04-29T19:00:00.000Z"
7336,38,9,1945,".38 Special","2008-04-29T19:30:00.000Z"
7838,45,9,1945,"Billy Joel","2008-04-29T19:00:00.000Z"
7963,130,9,1945,"LeAnn Rimes","2008-04-29T14:00:00.000Z"
3007,204,7,1946,"To Be or Not To Be","2008-04-30T19:00:00.000Z"
3795,226,7,1946,"Miss Julie","2008-04-30T14:30:00.000Z"
4662,96,9,1947,"Wisin y Yandel","2008-05-01T15:00:00.000Z"
7889,8,9,1947,"Green Day","2008-05-01T19:30:00.000Z"
1600,252,6,1948,"Beatles LOVE","2008-05-01T19:00:00.000Z"
3777,216,7,1949,"Waiting for Godot","2008-05-01T20:00:00.000Z"
7215,19,9,1949,"Sound Tribe Sector 9","2008-05-01T19:30:00.000Z"
8068,103,9,1949,"Eric Clapton","2008-05-01T15:00:00.000Z"
8779,60,9,1949,"El Tri","2008-05-01T14:00:00.000Z"
1342,228,6,1950,"A Catered Affair","2008-05-01T19:30:00.000Z"
1349,236,6,1950,"Pal Joey","2008-05-01T19:00:00.000Z"
2405,217,7,1950,"Wicked","2008-05-01T20:00:00.000Z"
6806,114,9,1950,"Brooks and Dunn","2008-05-01T19:00:00.000Z"
7526,35,9,1950,"Simple Plan","2008-05-01T15:00:00.000Z"
8461,130,9,1950,"Lyle Lovett","2008-05-01T19:00:00.000Z"
1661,257,6,1951,"Le Reve","2008-05-01T19:00:00.000Z"
7106,25,9,1951,"The Whigs","2008-05-01T19:30:00.000Z"
1699,258,6,1952,"Spamalot","2008-05-01T19:00:00.000Z"
2338,243,7,1952,"Glengarry Glen Ross","2008-05-01T14:00:00.000Z"
3847,17,9,1952,"Gwen Stefani","2008-05-01T20:00:00.000Z"
2277,208,7,1953,"The Glass Menagerie","2008-05-01T14:30:00.000Z"
3577,235,7,1953,"To Be or Not To Be","2008-05-01T15:00:00.000Z"
7431,127,9,1953,"Vicente Fernandez","2008-05-01T19:00:00.000Z"
1740,261,6,1954,"Spamalot","2008-05-01T14:30:00.000Z"
2467,210,7,1954,"The Country Girl","2008-05-01T19:30:00.000Z"
2902,248,7,1954,"November","2008-05-01T14:00:00.000Z"
3384,220,7,1954,"Rhinoceros","2008-05-01T14:30:00.000Z"
3981,9,9,1954,"Brian McKnight","2008-05-01T14:00:00.000Z"
4387,10,9,1954,"Sammy Hagar","2008-05-01T19:00:00.000Z"
7655,104,9,1954,"Paul McCartney","2008-05-01T15:00:00.000Z"
7666,58,9,1954,"Nofx","2008-05-01T19:00:00.000Z"
2791,249,7,1955,"Wicked","2008-05-01T19:00:00.000Z"
8057,58,9,1955,"Merle Haggard","2008-05-01T15:00:00.000Z"
8216,89,9,1955,"Vans Warped Tour","2008-05-01T15:00:00.000Z"
1182,246,6,1956,"South Pacific","2008-05-01T14:00:00.000Z"
4440,71,9,1956,"The Who","2008-05-01T14:30:00.000Z"
5894,106,9,1957,"Counting Crows and Maroon 5","2008-05-01T19:00:00.000Z"
5906,17,9,1957,"Kanye West","2008-05-01T14:00:00.000Z"
6484,7,9,1957,"Vicente Fernandez","2008-05-01T19:00:00.000Z"
7899,101,9,1957,"Tokio Hotel","2008-05-01T14:00:00.000Z"
7466,6,9,1958,"Hannah Montana","2008-05-01T19:00:00.000Z"
5374,98,9,1959,"Soulfest","2008-05-01T19:30:00.000Z"
1866,217,7,1960,"Rhinoceros","2008-05-01T14:30:00.000Z"
5192,65,9,1960,"Bob Dylan","2008-05-01T19:00:00.000Z"
5667,10,9,1960,"Eric Clapton","2008-05-01T14:00:00.000Z"
7780,108,9,1960,"Patty Griffin","2008-05-01T14:00:00.000Z"
8726,31,9,1960,"Tegan and Sara","2008-05-01T19:30:00.000Z"
1013,216,6,1961,"Curtains","2008-05-01T14:30:00.000Z"
2674,201,7,1961,"Rosencrantz and Guildenstern Are Dead","2008-05-01T19:30:00.000Z"
4309,51,9,1961,"Iggy and the Stooges","2008-05-01T14:30:00.000Z"
6061,57,9,1961,"Rancid","2008-05-01T19:30:00.000Z"
6474,42,9,1961,"Ana Gabriel","2008-05-01T19:00:00.000Z"
474,302,8,1962,"La Rondine","2008-05-01T19:30:00.000Z"
1463,213,6,1962,"Grease","2008-05-01T15:00:00.000Z"
3241,242,7,1962,"Electra","2008-05-01T19:30:00.000Z"
3249,222,7,1962,"Wicked","2008-05-01T19:00:00.000Z"
6016,79,9,1962,"Fergie","2008-05-01T15:00:00.000Z"
6738,29,9,1962,"The Whigs","2008-05-01T14:00:00.000Z"
7501,60,9,1962,"Los Lonely Boys","2008-05-01T19:30:00.000Z"
4195,48,9,1963,"Chris Botti","2008-05-01T20:00:00.000Z"
4729,28,9,1963,"America","2008-05-01T19:00:00.000Z"
5897,80,9,1963,"Vampire Weekend","2008-05-01T15:00:00.000Z"
5992,114,9,1963,"Mariah Carey","2008-05-01T19:00:00.000Z"
1550,252,6,1964,"Blue Man Group","2008-05-01T19:30:00.000Z"
2972,209,7,1964,"Macbeth","2008-05-01T14:30:00.000Z"
5808,11,9,1964,"Ani DiFranco","2008-05-01T15:00:00.000Z"
6122,32,9,1964,"Dropkick Murphys","2008-05-01T15:00:00.000Z"
7082,24,9,1964,"John Hiatt","2008-05-01T19:00:00.000Z"
7755,53,9,1964,"New Kids on the Block","2008-05-01T14:00:00.000Z"
192,308,8,1965,"Eugene Onegin","2008-05-01T15:00:00.000Z"
556,249,6,1965,"Chicago","2008-05-01T14:00:00.000Z"
3174,237,7,1965,"Rosencrantz and Guildenstern Are Dead","2008-05-01T15:00:00.000Z"
4955,114,9,1965,"Monsters of Rock","2008-05-01T15:00:00.000Z"
5838,115,9,1965,"Tailgate 2008","2008-05-01T14:00:00.000Z"
99,309,8,1966,"La Boheme","2008-05-01T20:00:00.000Z"
6520,119,9,1966,"Stone Temple Pilots","2008-05-01T15:00:00.000Z"
718,235,6,1967,"Pal Joey","2008-05-01T14:30:00.000Z"
782,236,6,1967,"Grease","2008-05-01T19:30:00.000Z"
3198,247,7,1967,"King Lear","2008-05-01T19:30:00.000Z"
3287,215,7,1967,"Spring Awakening","2008-05-01T19:30:00.000Z"
4814,102,9,1967,"Soulfest","2008-05-01T19:00:00.000Z"
5066,17,9,1967,"Poison","2008-05-01T14:00:00.000Z"
5386,106,9,1967,"Spoon","2008-05-01T14:00:00.000Z"
5617,14,9,1967,"Ani DiFranco","2008-05-01T15:00:00.000Z"
7876,119,9,1967,"Projekt Revolution","2008-05-01T19:30:00.000Z"
8525,109,9,1967,"Tegan and Sara","2008-05-01T19:30:00.000Z"
986,212,6,1968,"Pal Joey","2008-05-01T20:00:00.000Z"
2251,200,7,1968,"The Tempest","2008-05-01T19:30:00.000Z"
3802,93,9,1968,"Mariah Carey","2008-05-01T19:00:00.000Z"
4708,20,9,1968,"Steve Winwood","2008-05-01T14:00:00.000Z"
4561,63,9,1969,"Michael Buble","2008-05-01T19:00:00.000Z"
8654,48,9,1969,"Neil Diamond","2008-05-01T14:00:00.000Z"
268,306,8,1970,"Thais","2008-05-01T20:00:00.000Z"
2245,244,7,1970,"August: Osage County","2008-05-01T15:00:00.000Z"
3105,205,7,1970,"The Country Girl","2008-05-01T19:00:00.000Z"
6496,2,9,1970,"Gwen Stefani","2008-05-01T19:00:00.000Z"
5717,130,9,1971,"Zucchero","2008-05-01T19:30:00.000Z"
118,308,8,1972,"The Fly","2008-05-01T19:00:00.000Z"
3360,203,7,1972,"Rock 'n' Roll","2008-05-01T19:00:00.000Z"
4216,130,9,1972,"Hootie and the Blowfish","2008-05-01T14:00:00.000Z"
4435,51,9,1972,"Ryan Adams","2008-05-01T19:00:00.000Z"
653,242,6,1973,"The Phantom of the Opera","2008-05-01T20:00:00.000Z"
4585,42,9,1973,"Dj Tiesto","2008-05-01T14:30:00.000Z"
4619,6,9,1973,"Trisha Yearwood","2008-05-01T15:00:00.000Z"
5673,128,9,1973,"Lollapalooza","2008-05-01T15:00:00.000Z"
6301,9,9,1973,"Gretchen Wilson","2008-05-01T19:00:00.000Z"
1100,202,6,1974,"Jersey Boys","2008-05-01T20:00:00.000Z"
1777,250,6,1974,"Zumanity","2008-05-01T15:00:00.000Z"
3178,227,7,1974,"Uncle Vanya","2008-05-01T14:00:00.000Z"
6452,38,9,1974,"Natasha Bedingfield","2008-05-01T19:30:00.000Z"
7608,13,9,1974,"Jerry Jeff Walker","2008-05-01T14:00:00.000Z"
7803,73,9,1974,"English Beat","2008-05-01T15:00:00.000Z"
8560,49,9,1974,"Tesla","2008-05-01T14:00:00.000Z"
227,309,8,1975,"Boris Godunov","2008-05-01T20:00:00.000Z"
2687,202,7,1975,"Macbeth","2008-05-01T14:30:00.000Z"
2979,222,7,1975,"Passing Strange","2008-05-01T14:00:00.000Z"
5828,49,9,1975,"At The Gates","2008-05-01T14:00:00.000Z"
6289,40,9,1975,"Dave Koz","2008-05-01T19:00:00.000Z"
7582,128,9,1975,"Creedence Clearwater Revisited","2008-05-01T15:00:00.000Z"
8144,92,9,1975,"Joanna Newsom","2008-05-01T19:30:00.000Z"
4047,93,9,1976,"Cowboy Junkies","2008-05-01T19:30:00.000Z"
4457,123,9,1976,"New Kids on the Block","2008-05-01T19:00:00.000Z"
7548,31,9,1976,"Burt Bacharach","2008-05-01T19:30:00.000Z"
7574,123,9,1976,"Nick Cave","2008-05-01T15:00:00.000Z"
8384,10,9,1976,"Gladys Knight","2008-05-01T14:00:00.000Z"
53,308,8,1977,"Orfeo ed Euridice","2008-05-01T14:30:00.000Z"
209,301,8,1977,"The Magic Flute","2008-05-01T14:00:00.000Z"
3788,244,7,1977,"Rock 'n' Roll","2008-05-01T19:00:00.000Z"
3807,120,9,1977,"Frankie Valli","2008-05-01T15:00:00.000Z"
4361,10,9,1977,"Chicago","2008-05-01T15:00:00.000Z"
5344,33,9,1978,"Bruce Hornsby","2008-06-01T14:00:00.000Z"
3565,200,7,1979,"Romeo and Juliet","2008-06-02T15:00:00.000Z"
5142,127,9,1979,"Jonas Brothers","2008-06-02T15:00:00.000Z"
5283,3,9,1980,"Paul Weller","2008-06-03T19:30:00.000Z"
7214,29,9,1980,"Willie Nelson","2008-06-03T15:00:00.000Z"
8755,108,9,1980,"Bob Dylan","2008-06-03T14:00:00.000Z"
2937,212,7,1981,"The Caucasian Chalk Circle","2008-06-04T14:00:00.000Z"
6125,44,9,1981,"Greg Kihn Band","2008-06-04T14:00:00.000Z"
2396,209,7,1982,"Julius Caesar","2008-06-05T20:00:00.000Z"
5545,62,9,1982,"Yaz","2008-06-05T14:00:00.000Z"
5641,5,9,1982,"Wynonna","2008-06-05T19:00:00.000Z"
1257,233,6,1983,"Jersey Boys","2008-06-06T15:00:00.000Z"
1294,249,6,1983,"Billy Elliot the Musical","2008-06-06T14:30:00.000Z"
2588,211,7,1983,"A Man For All Seasons","2008-06-06T19:30:00.000Z"
1065,200,6,1984,"Chicago","2008-06-07T20:00:00.000Z"
3642,219,7,1984,"Rhinoceros","2008-06-07T19:30:00.000Z"
6064,34,9,1984,"Cold War Kids","2008-06-07T14:00:00.000Z"
6283,40,9,1984,"Motorhead","2008-06-07T15:00:00.000Z"
8033,17,9,1984,"Smashing Pumpkins","2008-06-07T19:30:00.000Z"
1183,211,6,1985,"South Pacific","2008-06-08T20:00:00.000Z"
1474,203,6,1985,"Hairspray","2008-06-08T19:30:00.000Z"
1852,226,7,1985,"For Colored Girls Who Have Considered Suicide When the Rainbow is Enuf","2008-06-08T14:00:00.000Z"
3112,203,7,1985,"Miss Julie","2008-06-08T14:00:00.000Z"
3983,23,9,1985,"Little River Band","2008-06-08T19:00:00.000Z"
6690,122,9,1985,"Amos Lee","2008-06-08T15:00:00.000Z"
6947,86,9,1985,"Huey Lewis and the News","2008-06-08T15:00:00.000Z"
3401,219,7,1986,"Cirque du Soleil","2008-06-09T14:00:00.000Z"
5938,65,9,1986,"Counting Crows and Maroon 5","2008-06-09T19:30:00.000Z"
6744,130,9,1986,"Santana","2008-06-09T19:30:00.000Z"
2779,235,7,1987,"The Glass Menagerie","2008-06-10T20:00:00.000Z"
4157,56,9,1987,"Tom Petty and the Heartbreakers","2008-06-10T19:00:00.000Z"
4622,51,9,1988,"Extreme","2008-06-11T19:00:00.000Z"
6616,111,9,1988,"Rascal Flatts","2008-06-11T19:00:00.000Z"
2370,233,7,1989,"Endgame","2008-06-12T14:00:00.000Z"
6115,83,9,1989,"Kool and The Gang","2008-06-12T19:30:00.000Z"
1166,213,6,1990,"South Pacific","2008-06-13T14:00:00.000Z"
7032,113,9,1990,"Chromeo","2008-06-13T19:00:00.000Z"
778,226,6,1991,"The Lion King","2008-06-14T19:30:00.000Z"
5898,76,9,1991,"Blind Melon","2008-06-14T19:30:00.000Z"
3586,227,7,1992,"Macbeth","2008-06-15T14:30:00.000Z"
3604,235,7,1992,"The Frogs","2008-06-15T14:30:00.000Z"
3864,75,9,1992,"Celine Dion","2008-06-15T15:00:00.000Z"
4254,83,9,1992,"U2","2008-06-15T14:00:00.000Z"
7315,39,9,1992,"Citizen Cope","2008-06-15T14:00:00.000Z"
7590,26,9,1992,"Avril Lavigne","2008-06-15T19:00:00.000Z"
8497,112,9,1992,"Zucchero","2008-06-15T19:30:00.000Z"
8557,113,9,1992,"Allman Brothers Band","2008-06-15T19:00:00.000Z"
2327,208,7,1993,"The Seafarer","2008-06-16T14:30:00.000Z"
3997,88,9,1993,"Fleet Foxes","2008-06-16T19:30:00.000Z"
5114,39,9,1993,"Charlie Daniels Band","2008-06-16T15:00:00.000Z"
5718,87,9,1993,"Eva Ayllon","2008-06-16T14:00:00.000Z"
6672,91,9,1993,"Nofx","2008-06-16T19:00:00.000Z"
6732,85,9,1993,"Eddie Vedder","2008-06-16T19:30:00.000Z"
472,302,8,1994,"The Queen of Spades","2008-06-17T19:00:00.000Z"
3116,249,7,1994,"The Caretaker","2008-06-17T14:30:00.000Z"
5047,28,9,1994,"Travis Tritt","2008-06-17T14:00:00.000Z"
5925,129,9,1994,"Country Thunder USA","2008-06-17T19:00:00.000Z"
7174,110,9,1994,"Eric Clapton","2008-06-17T15:00:00.000Z"
8761,78,9,1994,"Sunday in the Country","2008-06-17T19:30:00.000Z"
3040,222,7,1995,"The Frogs","2008-06-18T19:00:00.000Z"
4768,64,9,1995,"Doobie Brothers","2008-06-18T20:00:00.000Z"
6101,16,9,1995,"Live","2008-06-18T15:00:00.000Z"
413,300,8,1996,"The Queen of Spades","2008-06-19T20:00:00.000Z"
1277,248,6,1996,"A Chorus Line","2008-06-19T15:00:00.000Z"
1635,255,6,1996,"O - Cirque du Soleil","2008-06-19T14:30:00.000Z"
1783,263,6,1996,"Legally Blonde","2008-06-19T14:00:00.000Z"
1262,225,6,1997,"State Fair","2008-06-20T14:30:00.000Z"
2804,229,7,1997,"Rosencrantz and Guildenstern Are Dead","2008-06-20T15:00:00.000Z"
3980,112,9,1997,"Fab Faux","2008-06-20T14:00:00.000Z"
4289,3,9,1997,"Stray Cats","2008-06-20T19:30:00.000Z"
5937,14,9,1997,"Brian Jonestown Massacre","2008-06-20T19:30:00.000Z"
965,236,6,1998,"Mamma Mia!","2008-06-21T14:30:00.000Z"
1051,220,6,1999,"South Pacific","2008-06-22T14:00:00.000Z"
5428,72,9,1999,"Celine Dion","2008-06-22T19:00:00.000Z"
5445,7,9,1999,"Reba McEntire","2008-06-22T15:00:00.000Z"
737,235,6,2000,"Grease","2008-06-23T19:00:00.000Z"
7261,124,9,2000,"Idina Menzel","2008-06-23T14:00:00.000Z"
2383,202,7,2001,"The Caretaker","2008-06-24T14:30:00.000Z"
3655,223,7,2001,"The Seagull","2008-06-24T19:00:00.000Z"
238,300,8,2002,"The Birds (Die Vogel)","2008-06-25T19:30:00.000Z"
242,308,8,2002,"Das Rheingold","2008-06-25T19:00:00.000Z"
1198,246,6,2002,"The Phantom of the Opera","2008-06-25T20:00:00.000Z"
3672,215,7,2002,"Rock 'n' Roll","2008-06-25T19:30:00.000Z"
3892,7,9,2002,"Linkin Park","2008-06-25T14:30:00.000Z"
5141,85,9,2002,"Ray Lamontagne","2008-06-25T19:30:00.000Z"
2003,220,7,2003,"The Glass Menagerie","2008-06-26T15:00:00.000Z"
6670,21,9,2003,"Poison","2008-06-26T14:00:00.000Z"
6713,4,9,2003,"Seether","2008-06-26T19:00:00.000Z"
7250,105,9,2003,"Tower of Power","2008-06-26T14:00:00.000Z"
7318,4,9,2003,"Jesse McCartney","2008-06-26T19:00:00.000Z"
1229,231,6,2004,"The Little Mermaid","2008-06-27T20:00:00.000Z"
5119,117,9,2004,"Kool and The Gang","2008-06-27T19:00:00.000Z"
2986,232,7,2005,"A Doll's House","2008-06-28T14:00:00.000Z"
6299,6,9,2005,"Melissa Etheridge","2008-06-28T19:30:00.000Z"
6920,7,9,2005,"Serj Tankian","2008-06-28T14:00:00.000Z"
7118,37,9,2005,"Matchbox Twenty","2008-06-28T15:00:00.000Z"
6445,123,9,2006,"Ice Cube","2008-06-29T14:00:00.000Z"
3374,243,7,2007,"The Cherry Orchard","2008-06-30T19:00:00.000Z"
6208,11,9,2007,"The Swell Season","2008-06-30T14:00:00.000Z"
6244,55,9,2007,"Linda Ronstadt","2008-06-30T15:00:00.000Z"
3317,205,7,2008,"Wicked","2008-07-01T19:00:00.000Z"
7957,2,9,2008,"Built To Spill","2008-07-01T14:00:00.000Z"
1792,256,6,2009,"Legally Blonde","2008-07-02T14:00:00.000Z"
2943,231,7,2009,"To Be or Not To Be","2008-07-02T19:00:00.000Z"
4417,78,9,2009,"Hippiefest","2008-07-02T14:00:00.000Z"
7391,69,9,2009,"Gnarls Barkley","2008-07-02T14:00:00.000Z"
4642,47,9,2010,"Sevendust","2008-07-03T19:30:00.000Z"
4702,104,9,2010,"Robert Plant and Alison Krauss","2008-07-03T15:00:00.000Z"
5464,64,9,2010,"Stone Temple Pilots","2008-07-03T14:00:00.000Z"
6796,101,9,2010,"Marco Antonio Solis","2008-07-03T19:00:00.000Z"
8205,73,9,2010,"Led Zeppelin","2008-07-03T19:30:00.000Z"
1011,217,6,2011,"Chicago","2008-07-04T19:00:00.000Z"
3811,44,9,2011,"Smokey Robinson","2008-07-04T14:30:00.000Z"
3961,86,9,2011,"Cypress Hill","2008-07-04T14:30:00.000Z"
4151,51,9,2011,"Return To Forever","2008-07-04T19:30:00.000Z"
7418,29,9,2011,"Coldplay","2008-07-04T19:00:00.000Z"
7562,64,9,2011,"Little Big Town","2008-07-04T19:30:00.000Z"
4611,98,9,2012,"Jill Scott","2008-07-05T14:30:00.000Z"
992,217,6,2013,"Les Miserables","2008-07-06T19:30:00.000Z"
5039,95,9,2013,"Jim Brickman","2008-07-06T19:00:00.000Z"
5726,46,9,2013,".38 Special","2008-07-06T15:00:00.000Z"
7212,95,9,2013,"Mars Volta","2008-07-06T14:00:00.000Z"
7392,54,9,2013,"Godsmack","2008-07-06T19:00:00.000Z"
6343,65,9,2014,"Dj Tiesto","2008-07-07T19:30:00.000Z"
7264,100,9,2014,"David Sanborn","2008-07-07T19:00:00.000Z"
