"salesid","listid","sellerid","buyerid","eventid","dateid","qtysold","pricepaid","commission","saletime"
37670,41971,45990,7851,1851,1863,1,178,26.7,"2008-02-06T01:32:32.000"
39518,44093,38054,7842,7271,1863,2,306,45.9,"2008-02-06T02:30:54.000"
41798,46836,18786,18582,6424,1863,2,658,98.7,"2008-02-06T09:03:17.000"
42534,47698,41127,16447,6605,1863,2,178,26.7,"2008-02-06T10:42:47.000"
45919,51688,4521,18235,3275,1863,2,670,100.5,"2008-02-06T02:27:45.000"
47987,54198,47861,1101,548,1863,1,238,35.7,"2008-02-06T06:50:21.000"
48665,54985,32446,8782,8455,1863,1,58,8.7,"2008-02-06T08:29:05.000"
49043,55402,15206,2082,203,1863,1,234,35.1,"2008-02-06T03:36:44.000"
52661,59449,22042,30079,926,1863,1,40,6,"2008-02-06T11:58:18.000"
55820,62972,19586,2476,977,1863,2,412,61.8,"2008-02-06T02:29:15.000"
58135,65815,16329,17757,3143,1863,2,882,132.3,"2008-02-06T01:44:11.000"
59771,67683,9828,9685,5414,1863,1,338,50.7,"2008-02-06T02:45:31.000"
60086,68025,43330,9224,3074,1863,1,488,73.2,"2008-02-06T02:57:51.000"
60518,68542,38583,10845,4225,1863,4,612,91.8,"2008-02-06T03:14:51.000"
62288,70603,13478,17482,1480,1863,2,624,93.6,"2008-02-06T04:22:59.000"
64676,73305,46236,29419,8345,1863,4,384,57.6,"2008-02-06T05:52:17.000"
66823,75858,16220,8939,7445,1863,2,910,136.5,"2008-02-06T07:12:45.000"
68334,77658,25682,849,6605,1863,2,986,147.9,"2008-02-06T08:09:39.000"
70525,80205,7181,27254,4113,1863,3,1422,213.3,"2008-02-06T09:30:21.000"
71472,81354,31713,7208,7513,1863,1,72,10.8,"2008-02-06T10:04:30.000"
71491,81388,41107,8443,8449,1863,4,860,129,"2008-02-06T10:05:28.000"
76096,86908,14416,27730,2037,1863,4,1128,169.2,"2008-02-06T12:58:17.000"
76669,87588,44191,24941,8265,1863,2,748,112.2,"2008-02-06T09:57:12.000"
82797,94387,27315,5274,3718,1863,1,493,73.95,"2008-02-06T08:26:20.000"
84028,95857,17321,2596,8697,1863,2,522,78.3,"2008-02-06T08:33:40.000"
85071,97115,4277,16404,5459,1863,1,81,12.15,"2008-02-06T06:15:23.000"
87980,100481,31067,10226,7,1863,2,414,62.1,"2008-02-06T02:13:33.000"
91336,104245,27902,22940,165,1863,2,510,76.5,"2008-02-06T06:08:50.000"
97079,110809,47653,28012,2774,1863,2,306,45.9,"2008-02-06T12:25:21.000"
101150,115670,27696,24051,4650,1863,4,1564,234.6,"2008-02-06T06:44:02.000"
101927,116576,43600,1201,165,1863,2,798,119.7,"2008-02-06T01:44:13.000"
104981,120127,29388,3810,5043,1863,2,326,48.9,"2008-02-06T11:40:07.000"
108327,123965,42261,6841,5372,1863,1,131,19.65,"2008-02-06T01:41:55.000"
115655,132420,25920,6853,5108,1863,1,360,54,"2008-02-06T09:20:20.000"
119466,136800,34000,9567,6044,1863,2,964,144.6,"2008-02-06T01:33:18.000"
120839,138333,11707,9791,6131,1863,1,115,17.25,"2008-02-06T09:36:30.000"
121071,138569,28889,2695,8458,1863,1,497,74.55,"2008-02-06T04:51:08.000"
124935,143067,8965,13988,170,1863,2,414,62.1,"2008-02-06T09:46:36.000"
125982,144231,33533,12181,8618,1863,2,694,104.1,"2008-02-06T09:46:11.000"
126357,144738,40971,27112,3879,1863,2,390,58.5,"2008-02-06T06:02:40.000"
127801,146457,30473,5014,1930,1863,2,602,90.3,"2008-02-06T02:00:19.000"
129916,148970,8952,23343,743,1863,2,68,10.2,"2008-02-06T10:48:05.000"
131500,151854,27104,18735,1504,1863,4,364,54.6,"2008-02-06T05:49:08.000"
134600,155550,805,8959,7337,1863,4,1892,283.8,"2008-02-06T04:23:19.000"
138538,160042,42120,6019,7029,1863,2,284,42.6,"2008-02-06T05:54:35.000"
139280,160965,31418,10954,5854,1863,2,796,119.4,"2008-02-06T08:16:23.000"
140701,162694,36899,24172,170,1863,3,1359,203.85,"2008-02-06T12:19:08.000"
142280,164613,49697,18092,2676,1863,1,495,74.25,"2008-02-06T06:17:01.000"
143799,166492,44163,14441,4643,1863,1,159,23.85,"2008-02-06T11:07:39.000"
144496,167280,7559,14421,7035,1863,3,1143,171.45,"2008-02-06T12:19:52.000"
153670,177910,24152,13425,4691,1863,2,744,111.6,"2008-02-06T09:06:17.000"
155175,179620,2501,12639,1663,1863,4,744,111.6,"2008-02-06T12:45:51.000"
156622,181325,41706,29036,1989,1863,4,920,138,"2008-02-06T04:00:09.000"
160101,212013,46751,9147,7061,1863,2,1228,184.2,"2008-02-06T11:07:27.000"
160773,213300,23326,16173,4716,1863,2,2260,339,"2008-02-06T11:29:57.000"
161137,213995,23141,3428,1058,1863,2,3526,528.9,"2008-02-06T06:33:08.000"
163618,218642,45274,4643,5067,1863,2,1640,246,"2008-02-06T06:18:44.000"
164766,220769,10953,30626,1080,1863,2,2102,315.3,"2008-02-06T03:58:24.000"
167525,226116,25231,8284,5499,1863,2,4062,609.3,"2008-02-06T08:10:13.000"
1163,1216,36299,16949,7330,1864,4,864,129.6,"2008-02-07T10:09:22.000"
270,274,38077,11426,7773,1864,2,140,21,"2008-02-07T01:42:15.000"
1437,1516,43376,15780,2909,1864,1,230,34.5,"2008-02-07T06:08:25.000"
852,866,18270,26616,4088,1864,1,176,26.4,"2008-02-07T07:36:11.000"
2599,2788,31131,8222,4332,1864,4,860,129,"2008-02-07T01:54:00.000"
1351,1419,35629,8047,237,1864,2,474,71.1,"2008-02-07T12:05:06.000"
4862,5225,9484,2266,3677,1864,3,699,104.85,"2008-02-07T11:59:05.000"
8857,9561,26731,19740,4804,1864,2,306,45.9,"2008-02-07T07:42:06.000"
5789,6290,21417,10654,4554,1864,1,152,22.8,"2008-02-07T07:47:25.000"
10037,10927,25555,6002,4744,1864,2,238,35.7,"2008-02-07T01:18:15.000"
7583,8214,5839,9375,8113,1864,2,256,38.4,"2008-02-07T07:08:35.000"
15166,16409,27661,2990,5757,1864,1,128,19.2,"2008-02-07T01:46:44.000"
8933,9648,46439,20357,7706,1864,2,294,44.1,"2008-02-07T09:51:15.000"
18006,19503,3080,26984,8649,1864,2,208,31.2,"2008-02-07T11:57:10.000"
9898,10760,2355,14721,7773,1864,4,280,42,"2008-02-07T10:31:44.000"
26485,28899,26353,27781,2205,1864,4,476,71.4,"2008-02-07T03:52:47.000"
18390,19904,4555,8011,165,1864,1,102,15.3,"2008-02-07T06:58:09.000"
27722,30252,45093,18825,4305,1864,2,324,48.6,"2008-02-07T03:41:07.000"
28520,31148,2418,26020,2539,1864,2,168,25.2,"2008-02-07T06:42:35.000"
31262,34443,18941,21812,3315,1864,1,345,51.75,"2008-02-07T10:55:10.000"
28834,31543,18391,13563,6989,1864,3,318,47.7,"2008-02-07T01:06:53.000"
33323,36812,29875,7534,8656,1864,1,98,14.7,"2008-02-07T02:09:19.000"
31154,34315,30290,1554,5472,1864,4,348,52.2,"2008-02-07T08:40:03.000"
34295,37959,22766,19791,8113,1864,2,278,41.7,"2008-02-07T07:05:14.000"
31155,34315,30290,927,5472,1864,2,174,26.1,"2008-02-07T08:40:04.000"
34296,37959,22766,19711,8113,1864,4,556,83.4,"2008-02-07T07:07:26.000"
35051,38854,20642,20126,4198,1864,1,159,23.85,"2008-02-07T09:55:11.000"
37669,41971,45990,8452,1851,1864,4,712,106.8,"2008-02-07T01:28:53.000"
40428,45221,14690,839,7187,1864,1,136,20.4,"2008-02-07T07:46:44.000"
44783,50384,22943,3423,911,1864,1,74,11.1,"2008-02-07T04:39:36.000"
44209,49705,44353,4981,3554,1864,1,111,16.65,"2008-02-07T05:45:33.000"
45969,51738,44223,10822,6880,1864,1,82,12.3,"2008-02-07T03:19:16.000"
49217,55594,11207,7337,1438,1864,2,696,104.4,"2008-02-07T06:50:28.000"
48198,54472,20997,21930,1201,1864,3,408,61.2,"2008-02-07T10:46:43.000"
50215,56700,30830,2676,7984,1864,1,164,24.6,"2008-02-07T02:09:41.000"
49223,55596,35846,14070,3091,1864,1,291,43.65,"2008-02-07T06:54:16.000"
52892,59693,6315,23730,803,1864,1,114,17.1,"2008-02-07T04:10:31.000"
49998,56454,11665,7737,8279,1864,4,628,94.2,"2008-02-07T09:57:17.000"
53489,60328,15434,18109,218,1864,1,376,56.4,"2008-02-07T03:59:08.000"
50780,57300,42089,17035,7399,1864,2,86,12.9,"2008-02-07T12:10:55.000"
58484,66228,20696,10356,3780,1864,2,644,96.6,"2008-02-07T01:57:14.000"
50781,57300,42089,17107,7399,1864,1,43,6.45,"2008-02-07T12:11:35.000"
58867,66605,8449,25349,7230,1864,4,1428,214.2,"2008-02-07T02:11:41.000"
51030,57546,25981,204,8115,1864,2,330,49.5,"2008-02-07T04:44:35.000"
60800,68865,10635,24823,5355,1864,1,122,18.3,"2008-02-07T03:25:51.000"
52883,59680,7308,11457,8643,1864,2,526,78.9,"2008-02-07T04:01:00.000"
61717,69956,44746,22509,3181,1864,2,230,34.5,"2008-02-07T04:01:41.000"
57134,64601,3345,23426,7074,1864,3,984,147.6,"2008-02-07T01:06:56.000"
61920,70174,1931,26419,6415,1864,1,64,9.6,"2008-02-07T04:09:31.000"
57856,65487,44615,5120,7222,1864,4,1384,207.6,"2008-02-07T01:33:42.000"
64165,72723,43210,5094,7373,1864,2,596,89.4,"2008-02-07T05:32:43.000"
58388,66099,11623,15378,5611,1864,2,330,49.5,"2008-02-07T01:53:31.000"
64653,73287,26854,30743,6448,1864,1,75,11.25,"2008-02-07T05:51:22.000"
60559,68592,24176,20302,1660,1864,1,142,21.3,"2008-02-07T03:17:01.000"
65358,74132,46209,15358,3554,1864,2,230,34.5,"2008-02-07T06:17:44.000"
61647,69870,10159,15527,5111,1864,1,241,36.15,"2008-02-07T03:58:29.000"
68532,77898,49370,28293,4791,1864,1,71,10.65,"2008-02-07T08:16:19.000"
65235,73987,28543,24369,2143,1864,1,234,35.1,"2008-02-07T06:12:57.000"
72118,82210,29367,14374,910,1864,4,620,93,"2008-02-07T10:29:15.000"
65375,74158,2445,7352,3188,1864,2,914,137.1,"2008-02-07T06:18:15.000"
72302,82427,9405,17675,1311,1864,2,956,143.4,"2008-02-07T10:35:59.000"
65802,74640,14033,27690,2088,1864,1,160,24,"2008-02-07T06:34:46.000"
75901,86686,26549,24846,8328,1864,1,322,48.3,"2008-02-07T12:51:28.000"
68014,77239,35036,1884,8573,1864,1,163,24.45,"2008-02-07T07:58:31.000"
76742,87694,27101,13383,1611,1864,1,114,17.1,"2008-02-07T11:26:08.000"
69949,79556,25274,2091,722,1864,2,846,126.9,"2008-02-07T09:09:19.000"
76995,87988,40132,8724,985,1864,2,146,21.9,"2008-02-07T04:13:35.000"
75680,86424,4365,4150,8548,1864,4,1056,158.4,"2008-02-07T12:42:59.000"
78784,89948,17784,17351,907,1864,4,1204,180.6,"2008-02-07T02:07:59.000"
79025,90225,49645,15662,6093,1864,1,371,55.65,"2008-02-07T07:00:33.000"
79365,90639,35395,22727,383,1864,2,756,113.4,"2008-02-07T01:08:38.000"
79809,91157,38135,12163,102,1864,1,297,44.55,"2008-02-07T09:15:11.000"
80170,91548,4092,21233,1640,1864,1,238,35.7,"2008-02-07T04:32:53.000"
81549,92995,29985,5679,6256,1864,2,456,68.4,"2008-02-07T08:16:26.000"
81419,92842,9020,20903,2761,1864,1,172,25.8,"2008-02-07T05:50:55.000"
81614,93070,33915,4134,6337,1864,1,193,28.95,"2008-02-07T09:40:51.000"
93273,106486,14461,27229,563,1864,1,57,8.55,"2008-02-07T06:47:24.000"
83511,95240,48741,14936,1942,1864,2,290,43.5,"2008-02-07T10:17:51.000"
93567,106845,48297,8252,5520,1864,2,284,42.6,"2008-02-07T12:36:27.000"
90467,103281,20064,13564,4198,1864,2,622,93.3,"2008-02-07T01:25:14.000"
97921,111863,1449,15569,302,1864,2,878,131.7,"2008-02-07T05:48:49.000"
91337,104245,27902,23505,165,1864,4,1020,153,"2008-02-07T06:09:25.000"
103011,117819,17381,17732,24,1864,4,832,124.8,"2008-02-07T05:31:54.000"
94269,107654,14252,6959,46,1864,1,415,62.25,"2008-02-07T01:54:27.000"
103457,118305,22950,15621,683,1864,1,211,31.65,"2008-02-07T05:07:32.000"
95177,108647,40210,6744,2847,1864,4,1044,156.6,"2008-02-07T07:49:08.000"
108784,124537,34513,10405,65,1864,4,1504,225.6,"2008-02-07T04:52:05.000"
95812,109387,24332,17854,1786,1864,1,200,30,"2008-02-07T08:35:57.000"
109855,125762,13952,12124,8214,1864,1,147,22.05,"2008-02-07T03:17:34.000"
104885,120015,24487,1430,1062,1864,1,492,73.8,"2008-02-07T08:09:40.000"
110208,126221,10684,2656,4231,1864,2,322,48.3,"2008-02-07T07:37:34.000"
104911,120052,16622,15108,1338,1864,2,878,131.7,"2008-02-07T09:18:47.000"
110800,126919,15068,28920,3494,1864,2,156,23.4,"2008-02-07T12:01:34.000"
105627,120885,247,17129,4278,1864,4,1900,285,"2008-02-07T05:37:08.000"
111124,127275,7310,29036,1989,1864,2,340,51,"2008-02-07T07:26:41.000"
109116,124932,49557,8864,6845,1864,2,582,87.3,"2008-02-07T05:51:06.000"
111826,128102,42439,14735,6387,1864,1,32,4.8,"2008-02-07T06:32:19.000"
111235,127404,39419,26051,8455,1864,2,596,89.4,"2008-02-07T03:20:20.000"
112945,129374,38558,23157,4830,1864,4,1820,273,"2008-02-07T03:52:42.000"
115797,132589,2927,9436,3557,1864,1,208,31.2,"2008-02-07T03:13:37.000"
114330,130964,45197,17393,3828,1864,3,954,143.1,"2008-02-07T10:09:37.000"
116977,133948,21664,15963,993,1864,1,121,18.15,"2008-02-07T07:47:20.000"
118968,136255,26981,12224,4739,1864,2,782,117.3,"2008-02-07T08:11:37.000"
120651,138118,11504,12550,8548,1864,1,169,25.35,"2008-02-07T04:10:34.000"
120072,137502,12095,22507,159,1864,2,200,30,"2008-02-07T10:04:02.000"
120894,138390,18231,3109,8536,1864,2,188,28.2,"2008-02-07T10:52:06.000"
123527,141417,48275,5323,3291,1864,4,364,54.6,"2008-02-07T09:49:27.000"
123291,141140,48781,5573,4283,1864,4,1804,270.6,"2008-02-07T03:35:01.000"
126859,145309,14450,18343,64,1864,1,483,72.45,"2008-02-07T05:23:31.000"
124386,142422,49423,4750,5796,1864,2,136,20.4,"2008-02-07T08:28:46.000"
126981,145448,18011,11120,6055,1864,1,23,3.45,"2008-02-07T07:56:47.000"
124987,143134,49775,7285,5303,1864,1,170,25.5,"2008-02-07T10:57:46.000"
130317,149402,29598,1657,747,1864,1,267,40.05,"2008-02-07T07:37:04.000"
126177,144505,10828,14900,2273,1864,4,320,48,"2008-02-07T02:22:21.000"
131674,152072,9739,1949,5040,1864,1,154,23.1,"2008-02-07T09:28:47.000"
126320,144683,3754,27940,8580,1864,1,61,9.15,"2008-02-07T05:28:01.000"
133128,153771,30745,18688,6709,1864,1,61,9.15,"2008-02-07T12:54:03.000"
127075,145564,42223,11470,7513,1864,1,165,24.75,"2008-02-07T09:51:07.000"
133378,154070,43082,13074,1640,1864,2,508,76.2,"2008-02-07T05:38:21.000"
128221,146974,48938,15438,4223,1864,1,133,19.95,"2008-02-07T11:21:06.000"
133415,154122,6486,12428,8296,1864,2,506,75.9,"2008-02-07T06:09:50.000"
131253,151565,45184,17901,218,1864,1,450,67.5,"2008-02-07T01:19:20.000"
136457,157607,32872,5918,6972,1864,4,1756,263.4,"2008-02-07T02:55:47.000"
135304,156325,28930,5916,733,1864,3,672,100.8,"2008-02-07T05:38:45.000"
137660,159002,35723,27836,2314,1864,4,384,57.6,"2008-02-07T01:22:58.000"
140182,162082,22721,5002,755,1864,4,1000,150,"2008-02-07T02:29:29.000"
139567,161269,10643,3187,7460,1864,4,128,19.2,"2008-02-07T01:55:31.000"
142604,165026,27901,20944,2089,1864,2,152,22.8,"2008-02-07T12:33:00.000"
140130,162013,24265,8272,7872,1864,4,1156,173.4,"2008-02-07T01:33:01.000"
143413,165992,32233,9034,7002,1864,1,124,18.6,"2008-02-07T03:47:45.000"
142920,165441,482,22048,4225,1864,2,44,6.6,"2008-02-07T06:53:21.000"
148803,172376,573,3910,979,1864,2,346,51.9,"2008-02-07T09:32:43.000"
148630,172164,7479,2604,4804,1864,4,288,43.2,"2008-02-07T05:58:01.000"
153620,177835,18137,15699,2685,1864,2,974,146.1,"2008-02-07T08:16:24.000"
149994,173638,49910,11783,8255,1864,1,293,43.95,"2008-02-07T09:36:31.000"
153626,177841,41166,19594,8703,1864,2,850,127.5,"2008-02-07T08:23:14.000"
150204,173859,38102,29561,3117,1864,2,666,99.9,"2008-02-07T01:52:01.000"
154301,178635,24826,7709,4345,1864,1,86,12.9,"2008-02-07T08:20:29.000"
151159,174955,34132,9011,3947,1864,4,388,58.2,"2008-02-07T08:06:36.000"
155271,179727,28085,5097,3554,1864,1,226,33.9,"2008-02-07T02:20:17.000"
155521,180018,29672,3691,5814,1864,1,82,12.3,"2008-02-07T06:59:43.000"
158518,208566,13717,12520,6815,1864,2,3746,561.9,"2008-02-07T03:45:44.000"
158085,207723,33602,6126,8222,1864,2,3906,585.9,"2008-02-07T07:25:11.000"
158748,209053,15600,12596,8255,1864,4,5892,883.8,"2008-02-07T08:05:38.000"
158965,209447,43551,21099,7912,1864,2,3342,501.3,"2008-02-07T12:20:17.000"
158975,209473,18201,861,8655,1864,2,946,141.9,"2008-02-07T12:33:58.000"
159331,210659,18101,29335,613,1864,2,842,126.3,"2008-02-07T07:20:21.000"
161642,214962,31483,25253,7061,1864,1,1037,155.55,"2008-02-07T04:46:50.000"
159566,211049,12628,15554,3098,1864,2,3630,544.5,"2008-02-07T12:27:51.000"
164848,220908,14159,26939,1513,1864,1,2499,374.85,"2008-02-07T05:24:26.000"
160460,212653,28387,13091,761,1864,1,2267,340.05,"2008-02-07T05:47:36.000"
1518,1606,18892,19796,5497,1864,3,483,72.45,"2008-02-07T12:44:01.000"
162423,216465,2666,10278,5984,1864,1,1184,177.6,"2008-02-07T07:36:19.000"
3081,3296,11415,8635,6093,1864,1,177,26.55,"2008-02-07T01:31:02.000"
163154,217831,16233,4303,7543,1864,1,1536,230.4,"2008-02-07T09:46:21.000"
3175,3410,33295,1173,7561,1864,2,374,56.1,"2008-02-07T05:38:48.000"
163155,217833,7715,2968,8429,1864,1,1600,240,"2008-02-07T09:47:07.000"
4263,4593,15968,12473,650,1864,6,126,18.9,"2008-02-07T02:00:54.000"
164027,219367,8131,23754,3709,1864,2,2532,379.8,"2008-02-07T01:39:32.000"
7986,8594,9070,22454,3947,1864,2,362,54.3,"2008-02-07T07:31:26.000"
166649,224319,5537,12857,604,1864,2,2922,438.3,"2008-02-07T03:53:17.000"
8181,8783,30135,6627,3408,1864,1,23,3.45,"2008-02-07T01:13:22.000"
168115,227191,10452,9148,6742,1864,3,7002,1050.3,"2008-02-07T08:04:10.000"
9808,10650,33558,21909,4107,1864,3,687,103.05,"2008-02-07T08:19:55.000"
168143,227251,9099,22155,2774,1864,1,1441,216.15,"2008-02-07T08:31:05.000"
11741,12690,15051,16246,2614,1864,2,316,47.4,"2008-02-07T09:02:45.000"
168729,228413,25297,7069,4599,1864,1,2289,343.35,"2008-02-07T09:25:32.000"
12848,13844,4319,24253,6513,1864,4,616,92.4,"2008-02-07T10:15:31.000"
16872,18244,26474,11123,4478,1864,3,153,22.95,"2008-02-07T01:35:27.000"
17074,18469,21897,2318,6825,1864,4,820,123,"2008-02-07T06:03:44.000"
18833,20423,11394,8046,7481,1864,4,272,40.8,"2008-02-07T03:23:55.000"
26501,28911,39538,29620,6108,1864,1,210,31.5,"2008-02-07T04:13:25.000"
27382,29854,8160,12407,2611,1864,1,238,35.7,"2008-02-07T09:11:57.000"
32188,35591,2366,3443,7735,1864,2,464,69.6,"2008-02-07T04:05:30.000"
33206,36681,20460,19652,5980,1864,1,152,22.8,"2008-02-07T11:58:05.000"
33987,37593,17829,28592,7271,1864,2,346,51.9,"2008-02-07T01:44:01.000"
37092,41306,35070,7294,771,1864,2,550,82.5,"2008-02-07T02:48:54.000"
37678,41980,45481,7802,8021,1864,1,274,41.1,"2008-02-07T01:39:25.000"
39138,43630,26999,12924,3163,1864,1,162,24.3,"2008-02-07T07:13:10.000"
40141,44838,25678,9239,6099,1864,1,281,42.15,"2008-02-07T02:40:58.000"
41445,46428,21507,27880,2004,1864,4,828,124.2,"2008-02-07T02:23:08.000"
43244,48582,49611,20572,7,1864,3,264,39.6,"2008-02-07T11:42:13.000"
43878,49316,46886,8495,2260,1864,2,126,18.9,"2008-02-07T11:56:24.000"
50144,56627,8601,7833,3640,1864,1,245,36.75,"2008-02-07T12:46:50.000"
50186,56668,46829,17688,834,1864,3,384,57.6,"2008-02-07T01:29:17.000"
52376,59119,1585,15215,2254,1864,3,531,79.65,"2008-02-07T06:47:02.000"
52755,59535,11550,20519,7984,1864,1,97,14.55,"2008-02-07T01:31:11.000"
53161,59994,25449,19043,8795,1864,1,291,43.65,"2008-02-07T09:38:26.000"
55845,63000,2138,1784,7671,1864,1,118,17.7,"2008-02-07T03:05:09.000"
57783,65415,36133,18870,7002,1864,4,1472,220.8,"2008-02-07T01:30:57.000"
60330,68322,15794,2162,1607,1864,4,840,126,"2008-02-07T03:06:35.000"
60906,68985,1122,10531,4379,1864,2,232,34.8,"2008-02-07T03:29:44.000"
65483,74265,34428,363,7176,1864,2,640,96,"2008-02-07T06:22:03.000"
67316,76429,9038,31291,3754,1864,4,248,37.2,"2008-02-07T07:31:43.000"
77948,89006,47877,8862,2060,1864,3,801,120.15,"2008-02-07T10:27:32.000"
83155,94766,28298,6382,4349,1864,1,336,50.4,"2008-02-07T03:06:14.000"
88721,101353,35977,17765,3426,1864,2,280,42,"2008-02-07T03:43:59.000"
89256,101915,48877,20393,4761,1864,2,524,78.6,"2008-02-07T02:07:19.000"
90072,102811,44196,27034,4654,1864,1,215,32.25,"2008-02-07T05:26:28.000"
92061,105053,39133,8929,1292,1864,2,750,112.5,"2008-02-07T07:32:45.000"
95460,108970,782,16536,2776,1864,6,1980,297,"2008-02-07T01:39:41.000"
99970,114270,18961,21859,7939,1864,2,146,21.9,"2008-02-07T02:13:01.000"
103985,118945,35208,16046,4198,1864,2,782,117.3,"2008-02-07T06:40:46.000"
105710,120993,40499,12298,2846,1864,1,262,39.3,"2008-02-07T07:54:38.000"
106361,121723,14004,20333,274,1864,2,800,120,"2008-02-07T03:52:17.000"
109052,124845,21578,16129,2963,1864,3,849,127.35,"2008-02-07T03:13:15.000"
109980,125945,5623,12845,7165,1864,1,488,73.2,"2008-02-07T08:45:37.000"
113484,130004,9300,23876,5379,1864,1,59,8.85,"2008-02-07T08:52:03.000"
114304,130935,42379,19621,4155,1864,4,892,133.8,"2008-02-07T08:32:28.000"
115201,131877,38508,25598,3188,1864,3,150,22.5,"2008-02-07T07:06:50.000"
116447,133362,6949,13365,3996,1864,1,175,26.25,"2008-02-07T10:05:19.000"
116585,133505,13170,31375,7593,1864,2,566,84.9,"2008-02-07T03:55:22.000"
117177,134184,24478,12663,2690,1864,1,417,62.55,"2008-02-07T03:14:35.000"
117620,134684,36159,1494,452,1864,1,344,51.6,"2008-02-07T09:17:06.000"
119971,137360,126,27735,7029,1864,1,418,62.7,"2008-02-07T06:44:51.000"
124343,142389,40340,25464,1119,1864,1,439,65.85,"2008-02-07T07:16:02.000"
127450,146029,31384,27112,1104,1864,2,942,141.3,"2008-02-07T06:15:28.000"
129776,148832,43489,22840,7514,1864,1,347,52.05,"2008-02-07T08:04:07.000"
131572,151933,40211,21628,2000,1864,1,330,49.5,"2008-02-07T07:14:50.000"
132014,152452,4235,23973,3204,1864,1,414,62.1,"2008-02-07T03:46:31.000"
133555,154297,22852,16516,6419,1864,1,414,62.1,"2008-02-07T08:58:59.000"
138866,160474,34660,805,3279,1864,1,166,24.9,"2008-02-07T12:40:24.000"
138984,160586,41827,14833,7614,1864,1,492,73.8,"2008-02-07T03:03:00.000"
139368,161056,40446,10985,5125,1864,1,167,25.05,"2008-02-07T10:15:44.000"
139444,161127,16318,13526,7529,1864,1,339,50.85,"2008-02-07T11:40:52.000"
140907,162926,40154,17918,2984,1864,1,385,57.75,"2008-02-07T03:58:14.000"
143141,165687,6338,26173,2406,1864,2,48,7.2,"2008-02-07T11:10:29.000"
146416,169546,40855,4709,5259,1864,2,540,81,"2008-02-07T12:47:50.000"
147024,170240,41780,3869,2921,1864,1,172,25.8,"2008-02-07T11:33:03.000"
148456,171953,16535,16871,1135,1864,2,806,120.9,"2008-02-07T02:30:52.000"
151002,174780,31022,14690,801,1864,2,278,41.7,"2008-02-07T04:40:17.000"
154151,178463,581,14946,433,1864,1,433,64.95,"2008-02-07T05:49:31.000"
157353,206207,24004,8522,8139,1864,2,1990,298.5,"2008-02-07T05:24:20.000"
158606,208735,33644,29969,136,1864,1,2492,373.8,"2008-02-07T05:30:56.000"
159244,209997,24553,13842,1425,1864,1,2338,350.7,"2008-02-07T05:37:48.000"
160449,212620,19545,20095,5931,1864,4,2380,357,"2008-02-07T05:38:43.000"
160483,212723,33587,15769,7058,1864,3,6408,961.2,"2008-02-07T06:14:16.000"
161116,213951,5001,5417,4344,1864,2,1330,199.5,"2008-02-07T06:16:25.000"
161636,214949,20490,23927,6141,1864,2,2156,323.4,"2008-02-07T04:40:58.000"
165717,222559,4460,10850,3765,1864,1,2101,315.15,"2008-02-07T10:00:06.000"
166523,224073,14907,27398,8296,1864,1,2013,301.95,"2008-02-07T01:25:28.000"
169138,229165,23940,1186,1990,1864,1,2288,343.2,"2008-02-07T05:39:02.000"
172384,235351,14531,24923,3426,1864,2,1326,198.9,"2008-02-07T02:24:41.000"
155,162,27703,10911,2906,1865,1,142,21.3,"2008-02-08T05:30:47.000"
594,601,40565,7898,4976,1865,4,336,50.4,"2008-02-08T06:02:58.000"
1390,1477,26200,12548,7704,1865,3,159,23.85,"2008-02-08T01:58:41.000"
3334,3611,5037,4376,771,1865,4,336,50.4,"2008-02-08T12:06:29.000"
6501,7068,48895,14569,8614,1865,1,106,15.9,"2008-02-08T08:04:09.000"
4155,4461,13504,11375,838,1865,1,131,19.65,"2008-02-08T09:28:22.000"
10891,11812,17956,5560,6583,1865,2,112,16.8,"2008-02-08T11:53:59.000"
8059,8674,18977,27519,281,1865,1,52,7.8,"2008-02-08T09:42:21.000"
20008,21668,45508,13646,5379,1865,2,100,15,"2008-02-08T01:54:37.000"
8746,9426,33296,1268,4849,1865,1,165,24.75,"2008-02-08T05:01:31.000"
20020,21681,47532,31371,5346,1865,2,134,20.1,"2008-02-08T02:01:05.000"
10163,11085,37168,24298,4894,1865,3,78,11.7,"2008-02-08T04:33:03.000"
20293,21999,36440,20243,1612,1865,1,156,23.4,"2008-02-08T06:51:08.000"
11220,12165,4261,1670,1687,1865,4,292,43.8,"2008-02-08T08:28:46.000"
21297,23231,42048,10462,1216,1865,1,239,35.85,"2008-02-08T02:00:41.000"
13548,14683,23598,26925,6086,1865,4,840,126,"2008-02-08T02:35:00.000"
22615,24568,25193,12470,792,1865,2,218,32.7,"2008-02-08T02:09:09.000"
13717,14855,38586,13339,5459,1865,4,200,30,"2008-02-08T06:04:44.000"
25892,28326,18010,2234,7890,1865,1,139,20.85,"2008-02-08T04:12:09.000"
15866,17141,42317,1937,4706,1865,2,310,46.5,"2008-02-08T04:21:55.000"
29396,32218,18327,1531,4351,1865,1,119,17.85,"2008-02-08T11:40:25.000"
19089,20666,4138,21907,3884,1865,1,134,20.1,"2008-02-08T08:08:37.000"
30959,34089,29808,26876,2703,1865,1,121,18.15,"2008-02-08T05:03:57.000"
20788,22613,27210,10805,3580,1865,3,342,51.3,"2008-02-08T04:15:33.000"
